185*{'text': 'An odd number.', 'self': False, 'pos': 'DET'}
185*{'text': 'A composite number.', 'self': False, 'pos': 'DET'}
185*{'text': 'A deficient number, as 43 is less than 185.', 'self': True, 'pos': 'DET'}
185*{'text': 'An odious number.', 'self': False, 'pos': 'DET'}
185*{'text': 'A square-free number.', 'self': False, 'pos': 'DET'}
185*{'text': 'A 20-gonal number.', 'self': False, 'pos': 'DET'}
188*{'text': 'An even number.', 'self': False, 'pos': 'DET'}
188*{'text': 'A composite number.', 'self': False, 'pos': 'DET'}
188*{'text': 'A deficient number, as 148 is less than 188.', 'self': True, 'pos': 'DET'}
188*{'text': 'A happy number.', 'self': False, 'pos': 'DET'}
188*{'text': 'A nontotient.', 'self': False, 'pos': 'DET'}
188*{'text': 'An odious number.', 'self': False, 'pos': 'DET'}
188*{'text': 'An untouchable number.', 'self': False, 'pos': 'DET'}
189*{'text': 'An odd number.', 'self': False, 'pos': 'DET'}
189*{'text': 'A centered cube number.', 'self': False, 'pos': 'DET'}
189*{'text': 'A composite number.', 'self': False, 'pos': 'DET'}
189*{'text': 'A deficient number, as 131 is less than 189.', 'self': True, 'pos': 'DET'}
189*{'text': 'A heptagonal number.', 'self': False, 'pos': 'DET'}
